name,frame,card_type,monster_type,level,attribute,cardmarket,tcgplayer,word_count
Fallen of Albaz,effect,Effect Monster,Dragon,4,DARK,0.13,0.11,62
Fallen of Argyros,effect,Effect Monster,Thunder,2,DARK,0.07,0.07,83
Familiar Knight,effect,Effect Monster,Warrior,3,DARK,0.14,0.19,24
Familiar-Possessed - Aussa,effect,Effect Monster,Spellcaster,4,EARTH,0.05,0.13,47
Familiar-Possessed - Dharc,effect,Effect Monster,Spellcaster,4,DARK,0.90,0.65,73
Familiar-Possessed - Eria,effect,Effect Monster,Spellcaster,4,WATER,0.10,0.11,47
Familiar-Possessed - Hiita,effect,Effect Monster,Spellcaster,4,FIRE,0.10,0.11,47
Familiar-Possessed - Lyna,effect,Effect Monster,Spellcaster,4,LIGHT,0.10,0.20,72
Familiar-Possessed - Wynn,effect,Effect Monster,Spellcaster,4,WIND,0.16,0.13,47
Fantastic Striborg,effect,Effect Monster,Machine,5,WIND,0.02,0.08,42
Fantastical Dragon Phantazmay,effect,Effect Monster,Dragon,7,DARK,5.65,2.73,96
"Farfa, Malebranche of the Burning Abyss",effect,Effect Monster,Fiend,3,DARK,0.21,0.26,76
FaSolfachord Fancia,effect_pendulum,Pendulum Effect Monster,Fairy,4,FIRE,5.67,4.93,79
Fear from the Dark,effect,Effect Monster,Zombie,4,DARK,0.09,0.20,22
Featherizer,effect,Effect Monster,Spellcaster,2,WIND,0.13,0.30,28
Feedback Warrior,effect,Effect Monster,Warrior,3,EARTH,0.05,0.05,20
"Feedran, the Winds of Mischief",effect,Effect Monster,Dragon,3,WIND,0.06,0.05,74
Felgrand Dragon,effect,Effect Monster,Dragon,8,LIGHT,0.20,0.21,41
"Felis, Lightsworn Archer",effect,Tuner Monster,Beast-Warrior,4,LIGHT,0.21,0.34,57
Fencing Fire Ferret,effect,Effect Monster,Beast,4,FIRE,0.05,0.14,30
Fenghuang,effect,Spirit Monster,Winged Beast,6,FIRE,1.56,0.37,41
Fengli the Soldrapom,effect,Tuner Monster,Plant,1,FIRE,0.07,0.05,82
Fenrir,effect,Effect Monster,Beast,4,WATER,0.07,0.07,44
Fenrir the Nordic Wolf,effect,Effect Monster,Beast,10,DARK,0.33,0.24,75
Feral Imp,normal,Normal Monster,Fiend,4,DARK,0.02,0.10,15
Ferocious Flame Swordsman,link,Link Monster,Warrior,L2,FIRE,0.42,0.81,69
Fiber Jar,effect,Flip Effect Monster,Plant,3,EARTH,4.10,4.05,19
Field-Commander Rahz,effect,Effect Monster,Warrior,4,EARTH,0.09,0.27,30
Fiend Kraken,normal,Normal Monster,Aqua,4,WATER,0.28,0.30,11
Fiend Reflection #1,normal,Normal Monster,Winged Beast,4,WIND,0.00,0.00,14
Fiend Reflection #2,normal,Normal Monster,Winged Beast,4,LIGHT,0.62,0.05,9
Fiend Scorpion,normal,Normal Monster,Insect,2,EARTH,0.09,0.18,18
Fiend Skull Dragon,fusion,Fusion Monster,Dragon,5,WIND,1.22,0.48,56
Fiend Sword,normal,Normal Monster,Warrior,4,DARK,0.00,0.00,11
Fiend's Hand,normal,Normal Monster,Zombie,2,DARK,0.00,0.00,14
Fiend's Mirror,ritual,Ritual Monster,Fiend,6,DARK,0.11,0.20,10
Fiendish Engine Omega,effect,Effect Monster,Machine,8,DARK,0.00,0.28,46
Fiendish Rhino Warrior,effect,Effect Monster,Fiend,3,EARTH,0.69,1.31,53
Fierce Tiger Monghu,effect,Effect Monster,Beast,4,EARTH,0.05,0.04,30
"Filo, Messenger Fur Hire",effect,Effect Monster,Winged Beast,1,WIND,1.37,0.63,85
Final Psychic Ogre,effect,Effect Monster,Psychic,5,EARTH,0.17,0.17,29
Fire Ant Ascator,effect,Tuner Monster,Insect,3,EARTH,0.06,0.14,44
Fire Cracker,effect,Effect Monster,Fiend,4,FIRE,0.17,0.21,78
Fire Eye,normal,Normal Monster,Pyro,2,FIRE,0.00,0.00,15
Fire Fighting Daruma Doll,link,Link Monster,Beast-Warrior,L2,FIRE,0.14,0.16,70
Fire Flint Lady,effect,Effect Monster,Warrior,1,FIRE,1.18,2.10,65
Fire Hand,effect,Effect Monster,Pyro,4,FIRE,0.04,0.12,43
Fire King Avatar Arvata,effect,Effect Monster,Beast-Warrior,4,FIRE,0.19,0.24,94
Fire King Avatar Barong,effect,Effect Monster,Beast-Warrior,4,FIRE,0.13,0.22,63
Fire King Avatar Garunix,effect,Effect Monster,Winged Beast,3,FIRE,0.10,0.17,64
Fire King Avatar Kirin,effect,Effect Monster,Beast,3,FIRE,0.18,0.19,50
Fire King Avatar Rangbali,effect,Effect Monster,Beast-Warrior,4,FIRE,0.44,0.29,78
Fire King Avatar Yaksha,effect,Effect Monster,Beast-Warrior,4,FIRE,0.09,0.20,64
Fire King Consort Ulkanix,effect,Effect Monster,Winged Beast,4,FIRE,0.00,0.00,95
Fire King High Avatar Garunix,effect,Effect Monster,Winged Beast,8,FIRE,0.13,0.17,65
Fire King High Avatar Kirin,effect,Effect Monster,Beast,8,FIRE,1.07,1.21,87
Fire Kraken,normal,Normal Monster,Aqua,4,FIRE,0.02,0.06,8
Fire Opal Head,normal_pendulum,Pendulum Normal Monster,Dinosaur,6,FIRE,0.06,0.03,16
Fire Phoenix @Ignister,link,Link Monster,Cyberse,L3,FIRE,0.21,0.31,90
Fire Princess,effect,Effect Monster,Pyro,4,FIRE,0.21,0.60,12
Fire Reaper,normal,Normal Monster,Zombie,2,DARK,0.10,0.20,13
Fire Sorcerer,effect,Flip Effect Monster,Spellcaster,4,FIRE,0.20,0.22,24
Fire Trooper,effect,Effect Monster,Warrior,3,FIRE,0.18,0.37,19
Firebird,effect,Effect Monster,Winged Beast,4,FIRE,0.07,0.14,19
Firebrand Hymnist,effect,Effect Monster,Pyro,3,FIRE,0.04,0.15,68
Firegrass,normal,Normal Monster,Plant,2,EARTH,0.74,0.06,7
Firestorm Prominence,effect,Effect Monster,Reptile,7,FIRE,0.09,0.09,18
Firewall Defenser,effect,Effect Monster,Cyberse,4,DARK,1.99,1.61,78
Firewall Dragon,link,Link Monster,Cyberse,L4,LIGHT,0.85,0.23,72
Firewall Dragon Darkfluid,link,Link Monster,Cyberse,L5,DARK,0.18,0.24,95
Firewall Dragon Darkfluid - Neo Tempest Terahertz,link,Link Monster,Cyberse,L5,DARK,1.31,4.45,91
Firewall Dragon Singularity,link,Link Monster,Cyberse,L6,DARK,6.99,1.99,90
Firewall eXceed Dragon,xyz,XYZ Monster,Cyberse,4,DARK,0.13,0.21,69
Firewall Guardian,effect,Effect Monster,Cyberse,4,DARK,0.11,0.63,99
Firewall Phantom,effect,Effect Monster,Cyberse,5,DARK,0.07,0.10,71
Firewing Pegasus,normal,Normal Monster,Beast,6,FIRE,0.19,0.26,10
Fireyarou,normal,Normal Monster,Pyro,4,FIRE,0.36,0.07,12
First of the Dragons,fusion,Fusion Monster,Dragon,9,DARK,0.46,0.47,45
Fishborg Archer,effect,Tuner Monster,Fish,3,WATER,0.16,0.13,61
Fishborg Blaster,effect,Tuner Monster,Fish,1,WATER,0.09,0.42,41
Fishborg Doctor,effect,Effect Monster,Fish,4,WATER,0.18,0.07,60
Fishborg Harpooner,effect,Tuner Monster,Fish,4,WATER,0.00,0.00,67
Fishborg Launcher,effect,Tuner Monster,Fish,1,WATER,0.08,0.18,68
Fishborg Planter,effect,Effect Monster,Fish,2,WATER,0.09,0.11,46
Fishlamp,synchro,Synchro Monster,Fish,4,FIRE,0.00,0.00,82
Five-Headed Dragon,fusion,Fusion Monster,Dragon,12,DARK,1.20,0.94,21
Five-Headed Link Dragon,link,Link Monster,Dragon,L5,DARK,1.51,1.80,75
Flame Administrator,link,Link Monster,Cyberse,L2,FIRE,0.03,0.10,18
Flame Armor Ninja,effect,Effect Monster,Warrior,4,FIRE,0.15,0.13,18
Flame Bufferlo,effect,Effect Monster,Cyberse,3,FIRE,0.73,0.49,32
Flame Cerebrus,normal,Normal Monster,Pyro,6,FIRE,0.31,0.10,16
Flame Champion,normal,Normal Monster,Pyro,5,FIRE,0.23,0.06,11
Flame Dancer,normal,Normal Monster,Pyro,2,FIRE,0.15,0.14,8
Flame Ghost,fusion,Fusion Monster,Zombie,3,DARK,1.98,0.44,4
Flame Manipulator,normal,Normal Monster,Spellcaster,3,FIRE,0.10,0.09,16
Flame Ogre,effect,Effect Monster,Fiend,7,FIRE,0.07,0.19,15
Flame Ruler,effect,Effect Monster,Pyro,4,FIRE,0.14,0.15,16
Flame Spirit Ignis,effect,Effect Monster,Pyro,4,FIRE,0.29,0.48,21
Flame Swordsman,fusion,Fusion Monster,Warrior,5,FIRE,0.22,0.38,7
Flame Tiger,effect,Effect Monster,Beast,4,FIRE,0.09,0.11,39
Flame Viper,normal,Normal Monster,Pyro,2,EARTH,3.39,0.57,10
Flametongue the Blazing Magical Blade,link,Link Monster,Warrior,L2,FIRE,0.00,0.00,66
Flamvell Archer,effect,Tuner Monster,Pyro,3,FIRE,0.08,0.09,27
Flamvell Baby,effect,Tuner Monster,Pyro,1,FIRE,0.16,0.11,29
Flamvell Commando,effect,Effect Monster,Pyro,6,FIRE,0.28,0.41,47
Flamvell Dragnov,effect,Effect Monster,Dragon,2,FIRE,0.12,0.09,47
Flamvell Fiend,effect,Effect Monster,Fiend,5,FIRE,0.08,0.19,22
Flamvell Firedog,effect,Effect Monster,Beast,4,FIRE,0.13,0.23,33
Flamvell Grunika,effect,Effect Monster,Dragon,4,FIRE,0.21,0.10,29
Flamvell Guard,normal,Normal Tuner Monster,Dragon,1,FIRE,0.07,0.14,17
Flamvell Magician,effect,Tuner Monster,Spellcaster,4,FIRE,0.25,0.17,13
Flamvell Poun,effect,Effect Monster,Pyro,1,FIRE,0.08,0.18,26
Flamvell Uruquizas,synchro,Synchro Monster,Pyro,6,FIRE,2.58,1.34,52
Flare Resonator,effect,Tuner Monster,Fiend,3,FIRE,0.21,0.19,14
Flash Assailant,effect,Effect Monster,Fiend,4,DARK,0.13,0.04,17
Flash Charge Dragon,link,Link Monster,Dragon,L3,DARK,1.80,1.69,78
Flash Knight,normal_pendulum,Pendulum Normal Monster,Warrior,4,LIGHT,0.10,0.18,11
Flelf,effect,Effect Monster,Spellcaster,2,WIND,0.14,0.10,27
Fleur Synchron,effect,Tuner Monster,Machine,2,LIGHT,0.09,0.08,25
Flick Clown,effect,Effect Monster,Cyberse,4,DARK,0.02,0.05,36
Flint Cragger,effect,Effect Monster,Rock,3,EARTH,0.17,0.16,82
Flint Lock,effect,Effect Monster,Machine,4,LIGHT,0.08,0.10,77
Flip Flop Frog,effect,Effect Monster,Aqua,2,WATER,0.23,0.92,43
Flip Frozen,effect,Effect Monster,Cyberse,1,WATER,0.04,0.04,19
"Flogos, the Ogdoadic Boundless",effect,Effect Monster,Reptile,4,LIGHT,0.12,0.11,102
Floowandereeze & Eglen,effect,Effect Monster,Winged Beast,1,WIND,2.06,1.33,99
Floowandereeze & Empen,effect,Effect Monster,Winged Beast,10,WIND,0.26,0.26,91
Floowandereeze & Robina,effect,Effect Monster,Winged Beast,1,WATER,2.20,2.00,99
Floowandereeze & Snowl,effect,Effect Monster,Winged Beast,10,WATER,0.20,0.32,74
Floowandereeze & Stri,effect,Effect Monster,Winged Beast,1,WATER,0.14,0.10,92
Floowandereeze & Toccan,effect,Effect Monster,Winged Beast,1,WIND,0.16,0.12,96
Flower Cardian Boardefly,synchro,Synchro Monster,Warrior,6,DARK,0.26,0.40,65
Flower Cardian Cherry Blossom,effect,Effect Monster,Warrior,3,DARK,0.31,0.20,100
Flower Cardian Cherry Blossom with Curtain,effect,Effect Monster,Warrior,3,DARK,0.14,0.20,84
Flower Cardian Clover with Boar,effect,Effect Monster,Warrior,7,DARK,0.15,0.17,61
Flower Cardian Lightflare,synchro,Synchro Monster,Warrior,10,DARK,0.47,0.81,97
Flower Cardian Lightshower,synchro,Synchro Monster,Warrior,8,DARK,0.77,0.23,83
Flower Cardian Maple with Deer,effect,Effect Monster,Warrior,10,DARK,0.12,0.17,62
Flower Cardian Moonflowerviewing,synchro,Synchro Tuner Monster,Warrior,6,DARK,0.18,0.24,86
Flower Cardian Paulownia,effect,Effect Monster,Warrior,12,DARK,0.19,0.19,59
Flower Cardian Paulownia with Phoenix,effect,Effect Monster,Warrior,12,DARK,0.11,0.14,77
Flower Cardian Peony with Butterfly,effect,Tuner Monster,Warrior,6,DARK,0.15,0.69,103
Flower Cardian Pine,effect,Effect Monster,Warrior,1,DARK,0.27,0.24,73
Flower Cardian Pine with Crane,effect,Effect Monster,Warrior,1,DARK,0.16,0.13,74
Flower Cardian Willow,effect,Effect Monster,Warrior,11,DARK,0.17,0.21,60
Flower Cardian Willow with Calligrapher,effect,Tuner Monster,Warrior,11,DARK,0.17,0.17,85
Flower Cardian Zebra Grass,effect,Effect Monster,Warrior,8,DARK,0.15,0.24,70
Flower Cardian Zebra Grass with Moon,effect,Effect Monster,Warrior,8,DARK,0.12,0.12,78
Flower Wolf,fusion,Fusion Monster,Beast,5,EARTH,0.84,0.29,5
Flowerbot,effect,Effect Monster,Plant,3,EARTH,0.22,0.16,24
Flowering Etoile the Melodious Grand Choir,fusion,Fusion Monster,Fairy,8,LIGHT,0.00,0.00,94
Fluff Token,token,Token,Plant,1,WIND,0.00,0.00,18
Fluffal Angel,effect_pendulum,Pendulum Effect Monster,Fairy,2,LIGHT,0.13,0.23,99
Fluffal Bear,effect,Effect Monster,Fairy,3,EARTH,0.42,0.65,57
Fluffal Cat,effect,Effect Monster,Fairy,1,EARTH,0.11,0.30,41
Fluffal Dog,effect,Effect Monster,Fairy,4,EARTH,0.80,0.91,43
Fluffal Dolphin,effect,Effect Monster,Fairy,4,WATER,0.09,0.29,78
Fluffal Leo,effect,Effect Monster,Fairy,4,EARTH,0.08,0.07,17
Fluffal Mouse,effect,Effect Monster,Fairy,1,EARTH,0.68,0.53,51
Fluffal Octopus,effect,Effect Monster,Fairy,1,WATER,1.15,1.55,73
Fluffal Owl,effect,Effect Monster,Fairy,2,EARTH,0.24,0.26,62
Fluffal Penguin,effect,Effect Monster,Fairy,4,WATER,3.17,4.50,74
Fluffal Rabbit,effect,Effect Monster,Fairy,1,EARTH,0.10,0.25,50
Fluffal Sheep,effect,Effect Monster,Fairy,2,EARTH,0.12,0.28,53
Fluffal Wings,effect,Effect Monster,Fairy,1,LIGHT,0.58,0.57,68
Fluffyfluff,effect,Flip Effect Monster,Illusion,1,WATER,0.00,0.00,44
Flyfang,effect,Effect Monster,Fish,3,WIND,0.02,0.12,39
"Flying ""C""",effect,Effect Monster,Insect,3,EARTH,0.15,0.17,38
Flying Elephant,effect,Effect Monster,Beast,4,WIND,6.23,7.75,58
Flying Fish,normal,Normal Monster,Fish,4,WIND,0.13,0.24,14
Flying Fortress SKY FIRE,effect,Effect Monster,Machine,8,WIND,0.15,0.45,93
Flying Kamakiri #1,effect,Effect Monster,Insect,4,WIND,0.02,0.17,31
Flying Kamakiri #2,normal,Normal Monster,Insect,4,WIND,0.13,0.07,8
Flying Pegasus Railroad Stampede,effect,Effect Monster,Machine,4,EARTH,0.21,0.46,84
Flying Penguin,normal,Normal Monster,Aqua,4,WATER,15.11,6.54,14
Flying Red Carp,effect,Effect Monster,Fish,4,WATER,0.03,0.03,54
Flying Saucer Muusik'i,effect,Effect Monster,Machine,5,LIGHT,0.07,0.21,32
Fog King,effect,Effect Monster,Spellcaster,7,WATER,1.46,0.26,35
Foie Glasya de Nouvelles,ritual,Ritual Effect Monster,Warrior,4,DARK,0.24,0.23,105
"Folgo, Justice Fur Hire",link,Link Monster,Beast,L3,DARK,0.35,0.49,93
Fool of Prophecy,effect,Effect Monster,Spellcaster,3,EARTH,0.76,0.68,68
Force Resonator,effect,Tuner Monster,Fiend,2,WATER,0.23,0.47,41
Formud Skipper,effect,Effect Monster,Cyberse,1,LIGHT,0.13,0.27,82
Formula Synchron,synchro,Synchro Tuner Monster,Machine,2,LIGHT,0.74,0.57,41
Fortress Warrior,effect,Effect Monster,Warrior,2,EARTH,0.10,0.15,20
Fortress Whale,ritual,Ritual Monster,Fish,7,WATER,0.06,0.17,10
Fortune Chariot,effect,Union Effect Monster,Fairy,6,WIND,0.13,0.16,75
Fortune Fairy Ann,effect,Effect Monster,Spellcaster,5,DARK,0.12,0.18,46
Fortune Fairy Chee,effect,Effect Monster,Spellcaster,6,EARTH,0.13,0.15,45
Fortune Fairy En,effect,Effect Monster,Spellcaster,2,FIRE,0.13,0.15,48
Fortune Fairy Hikari,effect,Effect Monster,Spellcaster,1,LIGHT,0.24,0.50,63
Fortune Fairy Hu,effect,Effect Monster,Spellcaster,3,WIND,0.18,0.18,51
Fortune Fairy Swee,effect,Effect Monster,Spellcaster,4,WATER,0.14,0.18,57
Fortune Lady Dark,effect,Effect Monster,Spellcaster,5,DARK,1.42,1.79,61
Fortune Lady Earth,effect,Effect Monster,Spellcaster,6,EARTH,0.53,1.34,41
Fortune Lady Every,synchro,Synchro Monster,Spellcaster,7,LIGHT,11.45,12.85,79
Fortune Lady Fire,effect,Effect Monster,Spellcaster,2,FIRE,0.14,0.30,68
Fortune Lady Light,effect,Effect Monster,Spellcaster,1,LIGHT,0.08,0.47,44
Fortune Lady Past,effect,Tuner Monster,Spellcaster,1,DARK,0.19,0.36,80
Fortune Lady Water,effect,Effect Monster,Spellcaster,4,WATER,0.21,0.38,43
Fortune Lady Wind,effect,Effect Monster,Spellcaster,3,WIND,0.56,1.86,58
Fossil Dragon Skullgar,fusion,Fusion Monster,Rock,4,EARTH,0.46,0.37,65
Fossil Dyna Pachycephalo,effect,Effect Monster,Rock,4,EARTH,0.52,1.30,20
Fossil Machine Skull Buggy,fusion,Fusion Monster,Rock,4,EARTH,0.16,0.14,73
Fossil Machine Skull Convoy,fusion,Fusion Monster,Rock,8,EARTH,0.18,0.12,71
Fossil Machine Skull Wagon,fusion,Fusion Monster,Rock,6,EARTH,0.18,0.17,83
Fossil Tusker,effect,Effect Monster,Rock,4,EARTH,0.67,0.31,21
Fossil Warrior Skull Bone,fusion,Fusion Monster,Rock,4,EARTH,0.38,0.35,64
Fossil Warrior Skull King,fusion,Fusion Monster,Rock,8,EARTH,0.53,0.48,84
Fossil Warrior Skull Knight,fusion,Fusion Monster,Rock,6,EARTH,0.33,0.37,85
Foucault's Cannon,normal_pendulum,Pendulum Normal Monster,Spellcaster,5,DARK,0.02,0.10,62
Fox Fire,effect,Effect Monster,Pyro,2,FIRE,0.11,0.16,45
Freed the Brave Wanderer,effect,Effect Monster,Warrior,4,LIGHT,1.55,0.91,30
Freed the Matchless General,effect,Effect Monster,Warrior,5,EARTH,0.07,0.16,57
Freezing Beast,effect,Union Effect Monster,Aqua,4,WATER,0.16,0.17,100
Freezing Fire,effect,Effect Monster,Pyro,3,FIRE,0.00,0.00,37
Freki the Runick Fangs,fusion,Fusion Monster,Beast,5,DARK,0.11,0.14,80
Frenzied Panda,normal,Normal Monster,Beast,4,EARTH,0.12,0.07,14
Frequency Magician,effect,Tuner Monster,Spellcaster,2,LIGHT,0.07,0.50,37
"Freya, Spirit of Victory",effect,Effect Monster,Fairy,1,LIGHT,0.21,0.26,31
Frightfur Bear,fusion,Fusion Monster,Fiend,6,DARK,0.28,0.29,44
Frightfur Chimera,fusion,Fusion Monster,Fiend,8,DARK,0.20,0.23,90
Frightfur Cruel Whale,fusion,Fusion Monster,Fiend,9,WATER,0.15,0.34,75
Frightfur Daredevil,fusion,Fusion Monster,Fiend,8,DARK,2.97,5.90,75
Frightfur Kraken,fusion,Fusion Monster,Fiend,8,WATER,5.44,4.86,68
Frightfur Leo,fusion,Fusion Monster,Fiend,7,DARK,0.69,0.49,72
Frightfur Meister,effect_pendulum,Pendulum Effect Monster,Fiend,8,DARK,0.10,0.19,139
Frightfur Sabre-Tooth,fusion,Fusion Monster,Fiend,8,DARK,0.19,0.34,58
Frightfur Sheep,fusion,Fusion Monster,Fiend,5,DARK,0.20,0.21,82
Frightfur Tiger,fusion,Fusion Monster,Fiend,6,DARK,0.89,0.43,60
Frightfur Wolf,fusion,Fusion Monster,Fiend,6,DARK,0.10,0.23,49
Friller Rabca,effect,Effect Monster,Fish,3,WATER,0.07,0.15,59
"Frodi, Generaider Boss of Swords",effect,Effect Monster,Warrior,9,WIND,0.29,0.23,64
Frontier Wiseman,effect,Effect Monster,Spellcaster,3,EARTH,0.12,0.17,18
Frontline Observer,effect,Effect Monster,Machine,4,EARTH,0.08,0.18,56
Frost and Flame Dragon,effect,Effect Monster,Dragon,6,WATER,0.07,0.13,48
Frostosaurus,normal,Normal Monster,Dinosaur,6,WATER,0.08,0.06,33
Frozen Fitzgerald,synchro,Synchro Monster,Fiend,5,WATER,0.22,0.26,62
Full Active Duplex,effect,Effect Monster,Cyberse,9,WIND,0.04,0.07,68
Full Armored Black Ray Lancer,xyz,XYZ Monster,Beast-Warrior,4,WATER,0.04,0.06,80
Full Armored Dark Knight Lancer,xyz,XYZ Monster,Aqua,7,WATER,0.00,0.99,94
Full Armored Utopic Ray Lancer,xyz,XYZ Monster,Beast-Warrior,4,WATER,0.00,0.00,97
Fullmetalfoes Alkahest,fusion,Fusion Monster,Psychic,1,FIRE,0.24,0.28,82
Fungi of the Musk,normal,Normal Monster,Fiend,1,DARK,0.00,0.00,9
Fushi No Tori,effect,Spirit Monster,Winged Beast,4,FIRE,0.63,0.51,52
Fushioh Richie,effect,Effect Monster,Zombie,7,DARK,4.93,1.97,91
"Fusilier Dragon, the Dual-Mode Beast",effect,Effect Monster,Machine,7,DARK,0.62,1.05,16
Fusion Devourer,effect,Effect Monster,Fiend,4,DARK,0.19,0.20,20
Fusion Parasite,effect,Effect Monster,Insect,1,DARK,0.23,0.68,70
Fusionist,fusion,Fusion Monster,Beast,3,EARTH,0.31,0.24,6
Future Samurai,effect,Gemini Monster,Warrior,4,LIGHT,0.08,0.14,63
G Golem Crystal Heart,link,Link Monster,Cyberse,L2,WATER,0.26,0.22,88
G Golem Dignified Trilithon,link,Link Monster,Cyberse,L4,EARTH,0.17,0.15,100
G Golem Invalid Dolmen,link,Link Monster,Cyberse,L3,EARTH,0.12,0.13,60
G Golem Pebble Dog,effect,Effect Monster,Cyberse,2,EARTH,0.08,0.10,78
G Golem Rock Hammer,effect,Effect Monster,Cyberse,6,EARTH,0.08,0.10,78
G Golem Stubborn Menhir,link,Link Monster,Cyberse,L2,EARTH,0.09,0.12,61
G.B. Hunter,effect,Effect Monster,Warrior,4,EARTH,0.45,0.95,10
Gaap the Divine Soldier,effect,Effect Monster,Fiend,6,DARK,0.06,0.18,46
"Gabrion, the Timelord",effect,Effect Monster,Fairy,10,WATER,0.63,0.66,87
Gachi Gachi Gantetsu,xyz,XYZ Monster,Rock,2,EARTH,0.45,0.35,38
"Gadarla, the Mystery Dust Kaiju",effect,Effect Monster,Insect,8,WIND,0.15,0.22,82
Gadget Arms,effect,Flip Effect Monster,Machine,2,WATER,0.07,0.14,17
Gadget Driver,effect,Effect Monster,Machine,1,EARTH,0.14,0.15,38
Gadget Gamer,effect,Effect Monster,Machine,3,EARTH,0.05,0.05,58
Gadget Hauler,effect,Effect Monster,Machine,6,EARTH,0.16,0.42,26
Gadget Soldier,normal,Normal Monster,Machine,6,FIRE,0.22,0.34,7
Gagaga Caesar,effect,Effect Monster,Warrior,3,EARTH,0.26,0.25,50
Gagaga Child,effect,Effect Monster,Spellcaster,2,DARK,0.14,0.48,58
Gagaga Clerk,effect,Effect Monster,Warrior,2,EARTH,2.78,2.68,19
Gagaga Cowboy,xyz,XYZ Monster,Warrior,4,EARTH,3.38,2.27,63
Gagaga Gardna,effect,Effect Monster,Warrior,4,EARTH,0.08,0.18,38
Gagaga Girl,effect,Effect Monster,Spellcaster,3,DARK,0.08,0.36,57
Gagaga Head,effect,Effect Monster,Spellcaster,6,DARK,13.99,11.46,98
Gagaga Magician,effect,Effect Monster,Spellcaster,4,DARK,0.02,0.28,38
Gagaga Mancer,effect,Effect Monster,Spellcaster,4,DARK,0.18,0.28,71
Gagaga Samurai,xyz,XYZ Monster,Warrior,4,EARTH,0.06,0.12,75
Gagaga Sister,effect,Effect Monster,Spellcaster,2,DARK,0.89,0.58,59
Gagagaga Magician,xyz,XYZ Monster,Spellcaster,4,DARK,0.12,0.27,91
Gagagigo,normal,Normal Monster,Reptile,4,WATER,0.10,0.24,18
Gagagigo the Risen,xyz,XYZ Monster,Reptile,4,WATER,0.31,0.38,4
Gagaku-P.U.N.K. Wa Gon,effect,Tuner Monster,Psychic,3,EARTH,0.33,0.22,60
"Gaia Blaze, the Force of the Sun",synchro,Synchro Monster,Pyro,7,FIRE,0.12,0.12,61
"Gaia Dragon, the Thunder Charger",xyz,XYZ Monster,Dragon,7,WIND,2.35,0.91,42
"Gaia Drake, the Universal Force",fusion,Fusion Monster,Beast-Warrior,10,EARTH,9.01,8.92,26
"Gaia Knight, the Force of Earth",synchro,Synchro Monster,Warrior,6,EARTH,0.19,0.56,8
Gaia Plate the Earth Giant,effect,Effect Monster,Rock,8,EARTH,5.45,13.93,50
"Gaia Prominence, the Fierce Force",fusion,Fusion Monster,Pyro,11,FIRE,0.06,0.14,79
"Gaia Saber, the Lightning Shadow",link,Link Monster,Machine,L3,EARTH,0.10,0.14,2
Gaia Soul the Combustible Collective,effect,Effect Monster,Pyro,4,FIRE,0.13,0.18,40
Gaia the Dragon Champion,fusion,Fusion Monster,Dragon,7,WIND,0.17,0.33,8
Gaia The Fierce Knight,normal,Normal Monster,Warrior,7,EARTH,0.05,0.31,18
Gaia the Fierce Knight Origin,effect,Effect Monster,Warrior,4,EARTH,0.13,0.16,92
Gaia the Magical Knight,effect,Effect Monster,Warrior,7,LIGHT,0.17,0.12,76
Gaia the Magical Knight of Dragons,fusion,Fusion Monster,Dragon,7,WIND,0.33,0.28,88
"Gaia, the Mid-Knight Sun",effect,Effect Monster,Warrior,4,LIGHT,0.27,0.21,73
"Gaia, the Polar Knight",effect,Effect Monster,Warrior,4,DARK,0.22,0.24,72
Gaiarmor Dragonshell,synchro,Synchro Monster,Dragon,6,EARTH,0.02,0.09,76
Galactic Spiral Dragon,effect,Effect Monster,Dragon,8,DARK,0.08,0.16,71
Galactikuriboh,effect,Effect Monster,Fiend,1,LIGHT,0.29,0.30,84
"Galatea, the Orcust Automaton",link,Link Monster,Machine,L2,DARK,5.38,2.52,54
Galaxy Brave,effect,Effect Monster,Warrior,8,LIGHT,0.14,0.46,69
Galaxy Cleric,effect,Effect Monster,Spellcaster,4,LIGHT,0.09,0.18,71
Galaxy Dragon,effect,Effect Monster,Dragon,4,LIGHT,0.10,0.29,49
Galaxy Knight,effect,Effect Monster,Warrior,8,LIGHT,0.41,0.23,59
Galaxy Mirror Sage,effect,Flip Effect Monster,Spellcaster,3,LIGHT,0.07,0.19,56
Galaxy Photon Dragon,xyz,XYZ Monster,Dragon,4,LIGHT,2.55,3.03,89
Galaxy Satellite Dragon,link,Link Monster,Dragon,L2,DARK,0.49,0.67,97
Galaxy Serpent,normal,Normal Tuner Monster,Dragon,2,LIGHT,0.15,0.23,26
Galaxy Soldier,effect,Effect Monster,Machine,5,LIGHT,1.95,1.41,53
Galaxy Stealth Dragon,xyz,XYZ Monster,Dragon,4,DARK,1.05,0.35,48
Galaxy Summoner,effect,Effect Monster,Spellcaster,4,LIGHT,0.14,0.16,59
Galaxy Tyranno,effect,Effect Monster,Dinosaur,8,LIGHT,0.17,0.34,46
Galaxy Wizard,effect,Effect Monster,Spellcaster,4,LIGHT,0.50,2.02,35
Galaxy Worm,effect,Effect Monster,Insect,3,LIGHT,0.04,0.10,33
Galaxy-Eyes Afterglow Dragon,effect,Effect Monster,Dragon,8,LIGHT,0.57,0.09,93
